STATION,NAME,DATE,AWND,CDSD,DSNW,EMNT,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,DSND,EMSD
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2014-09,6.9,1703.0,,52.0,,1.63,97.0,0.0,4.13,,74.3,87.0,61.7,30.0,40.0,29.1,35.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2014-10,5.8,1744.0,,41.0,,1.03,90.0,21.0,1.36,,65.6,83.3,48.0,360.0,230.0,25.9,35.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2014-11,7.8,1746.0,,17.0,,0.01,80.0,400.0,0.01,,52.4,70.6,34.2,190.0,190.0,33.1,43.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2014-12,6.9,1746.0,,16.0,,0.26,75.0,964.0,0.6,,46.8,63.4,30.3,220.0,220.0,38.9,50.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-01,6.7,0.0,,15.0,,0.71,75.0,1564.0,1.14,,45.7,62.9,28.5,80.0,70.0,35.1,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-02,7.8,0.0,,27.0,,0.36,80.0,1861.0,0.37,,54.4,71.4,37.4,70.0,70.0,40.0,49.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-03,8.3,3.0,,28.0,,0.47,87.0,2104.0,0.92,,57.3,72.8,41.8,190.0,80.0,33.1,44.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-04,9.4,3.0,,30.0,,0.35,86.0,2254.0,0.4,,60.0,77.3,42.7,180.0,190.0,32.0,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-05,9.4,59.0,,35.0,,0.0,98.0,2311.0,0.0,,64.9,83.4,46.4,240.0,260.0,36.9,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-06,8.3,508.0,,53.0,,0.48,105.0,2311.0,1.19,,80.0,97.3,62.6,70.0,80.0,38.0,64.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-07,,,,,,2.02,,,4.3,,,,,,,,,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-08,6.5,,,59.0,,0.75,101.0,,3.05,,79.4,93.8,65.1,60.0,70.0,36.9,50.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-09,6.5,,,50.0,,0.0,95.0,,0.0,,74.2,88.2,60.3,220.0,210.0,29.1,36.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-10,7.8,,,37.0,,0.14,95.0,,0.54,,66.0,80.5,51.5,200.0,170.0,29.1,41.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-11,8.1,,,20.0,,0.2,80.0,,0.32,,51.9,70.4,33.4,240.0,210.0,35.1,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2015-12,6.9,,,13.0,,0.22,78.0,,0.35,,43.4,61.5,25.4,170.0,170.0,38.0,48.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-01,6.9,0.0,,17.0,,0.56,74.0,,1.16,,43.4,61.4,25.4,220.0,220.0,31.1,39.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-02,7.4,0.0,,13.0,,0.08,84.0,,0.08,,51.3,73.1,29.6,230.0,240.0,45.0,58.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-03,8.9,0.0,,22.0,,0.19,85.0,,0.19,,56.1,76.3,36.0,260.0,270.0,36.9,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-04,9.4,18.0,,25.0,,0.04,90.0,,0.04,,60.2,79.4,41.0,220.0,230.0,40.0,52.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-05,10.1,143.0,,40.0,,0.0,95.0,,0.0,,68.0,86.1,50.0,200.0,190.0,40.0,49.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-06,8.3,602.0,,53.0,,0.68,109.0,,1.86,,80.3,97.7,63.0,180.0,180.0,36.0,45.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-07,7.6,1106.0,,62.0,,1.75,102.0,0.0,4.3,,81.2,95.4,67.0,120.0,120.0,52.1,66.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-08,6.3,1442.0,,55.0,,1.37,95.0,0.0,2.58,,75.8,89.6,62.1,20.0,150.0,40.9,57.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-09,6.9,1667.0,,48.0,,0.61,99.0,4.0,1.94,,72.4,87.6,57.1,180.0,170.0,30.0,38.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-10,6.3,1743.0,,40.0,,0.0,90.0,14.0,0.0,,67.1,87.1,47.1,220.0,90.0,29.1,34.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-11,8.1,1743.0,,13.0,,0.19,80.0,345.0,0.26,,54.0,71.7,36.2,220.0,230.0,36.9,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2016-12,6.7,1743.0,,16.0,,0.47,80.0,856.0,1.09,,48.5,64.3,32.8,200.0,210.0,36.9,53.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-01,7.2,0.0,,19.0,,0.47,79.0,1455.0,1.24,,45.7,61.8,29.6,280.0,290.0,42.9,54.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-02,8.3,0.0,,23.0,,0.19,86.0,1822.0,0.38,,51.9,69.3,34.5,90.0,90.0,36.0,47.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-03,8.7,6.0,,29.0,,0.08,88.0,2012.0,0.08,,59.1,78.8,39.3,250.0,230.0,44.1,53.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-04,9.6,42.0,,31.0,,0.0,94.0,2122.0,0.0,,62.5,83.1,41.9,230.0,220.0,35.1,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-05,10.1,186.0,,35.0,,0.07,98.0,2167.0,0.07,,68.2,87.0,49.4,210.0,260.0,35.1,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-06,8.5,672.0,,47.0,,0.03,109.0,2167.0,0.04,,81.2,100.1,62.4,90.0,80.0,38.0,50.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-07,6.9,1105.0,,56.0,,1.15,103.0,0.0,4.89,,79.0,91.9,66.0,360.0,130.0,47.0,66.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-08,6.0,1471.0,,51.0,,1.04,96.0,0.0,2.0,,76.8,90.8,62.9,70.0,130.0,36.9,44.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-09,7.4,1749.0,,41.0,,0.0,98.0,4.0,0.0,,74.2,90.8,57.5,260.0,210.0,28.0,38.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-10,7.4,1854.0,,38.0,,0.1,94.0,36.0,0.12,,67.3,86.2,48.5,230.0,240.0,29.1,41.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-11,5.4,1854.0,,26.0,,0.09,87.0,210.0,0.11,,59.2,79.2,39.3,130.0,130.0,28.0,35.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2017-12,6.0,1854.0,,17.0,,0.51,75.0,751.0,0.6,,47.5,64.6,30.5,230.0,210.0,25.9,33.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-01,6.9,0.0,,15.0,,0.01,76.0,1302.0,0.01,,47.2,66.5,27.9,240.0,240.0,30.0,37.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-02,8.1,0.0,,19.0,,0.48,79.0,1704.0,1.03,,50.6,66.8,34.5,210.0,180.0,35.1,44.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-03,8.3,6.0,,22.0,,0.0,89.0,1978.0,0.0,,56.4,74.7,38.0,220.0,250.0,40.0,52.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-04,9.6,71.0,,29.0,,0.0,92.0,2045.0,0.0,,65.0,84.0,45.9,230.0,220.0,38.0,52.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-05,9.8,270.0,,36.0,,0.0,97.0,2065.0,0.0,,70.8,90.6,51.0,210.0,210.0,36.9,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-06,9.2,690.0,,52.0,,0.39,104.0,2065.0,0.96,,79.0,97.4,60.5,170.0,20.0,42.9,58.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-07,8.7,1182.0,,56.0,,1.06,105.0,0.0,2.9,,80.9,94.7,67.1,60.0,70.0,40.9,60.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-08,6.3,1596.0,,60.0,,1.0,101.0,0.0,2.65,,78.3,91.5,65.2,350.0,70.0,36.0,47.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-09,6.0,1893.0,,54.0,,0.98,98.0,0.0,2.59,,74.9,89.8,60.0,60.0,70.0,31.1,37.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-10,7.8,1931.0,,38.0,,1.16,88.0,134.0,2.98,,61.9,74.9,48.9,240.0,250.0,33.1,43.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-11,6.3,1931.0,,20.0,,0.0,80.0,564.0,0.0,,50.7,68.8,32.6,80.0,70.0,32.0,41.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2018-12,6.3,1931.0,,18.0,,0.31,73.0,1170.0,0.8,,45.4,59.7,31.2,180.0,280.0,31.1,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-01,6.0,0.0,,10.0,,0.3,71.0,1769.0,0.59,,43.7,59.3,28.1,220.0,220.0,31.1,38.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-02,8.7,0.0,,11.0,,0.37,74.0,2314.0,0.52,,45.5,61.1,30.0,180.0,230.0,35.1,54.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-03,9.2,0.0,,22.0,,1.06,82.0,2649.0,1.32,,54.2,71.5,36.9,160.0,230.0,42.9,51.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-04,9.2,16.0,,31.0,,0.64,90.0,2807.0,0.65,,60.3,78.5,42.0,230.0,210.0,32.0,49.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-05,9.8,36.0,,35.0,,0.18,91.0,2877.0,0.28,,63.4,81.4,45.4,290.0,270.0,38.0,48.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-06,8.7,376.0,,49.0,,0.01,103.0,2877.0,0.01,,76.3,95.4,57.2,140.0,140.0,36.9,44.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-07,7.6,871.0,,58.0,,0.65,102.0,0.0,2.05,,81.0,96.2,65.7,30.0,250.0,36.0,47.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-08,6.3,1353.0,,62.0,,1.0,103.0,0.0,2.47,,80.6,94.8,66.3,130.0,130.0,51.0,64.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-09,6.9,1613.0,,49.0,,1.52,97.0,6.0,2.54,,73.5,87.3,59.6,280.0,160.0,32.0,45.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-10,7.6,1655.0,,23.0,,0.05,88.0,126.0,0.05,,62.5,80.3,44.7,230.0,210.0,29.1,54.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-11,6.7,1656.0,,27.0,,2.19,81.0,456.0,4.62,,54.0,68.8,39.2,250.0,240.0,40.9,55.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2019-12,6.5,1656.0,,19.0,,0.4,73.0,1060.0,1.18,,45.5,59.7,31.3,230.0,240.0,31.1,43.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2020-01,,,,,,0.23,,,0.33,,,,,,,,,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2020-02,,,,,,,,,,,,,,,,,,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2020-03,9.6,,,24.0,,0.68,84.0,,1.92,,54.1,68.5,39.6,230.0,220.0,32.0,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2022-12,5.6,,,19.0,,0.32,75.0,,0.67,,46.2,63.2,29.2,230.0,220.0,36.0,49.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-01,7.8,0.0,,14.0,,0.4,73.0,,0.69,,43.6,60.4,26.8,180.0,200.0,35.1,50.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-02,10.3,0.0,,12.0,,0.14,79.0,,0.31,,45.4,62.1,28.7,230.0,230.0,45.0,63.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-03,10.1,0.0,,21.0,,0.03,81.0,,0.05,,53.2,70.3,36.1,230.0,230.0,38.0,61.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-04,8.9,19.0,,20.0,,0.0,92.0,,0.0,,61.1,82.0,40.1,240.0,230.0,32.0,60.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-05,8.9,137.0,,39.0,,0.27,92.0,,0.32,,68.2,86.6,49.8,240.0,220.0,35.1,50.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-06,8.9,476.0,,45.0,,0.09,107.0,,0.09,,76.3,95.4,57.2,250.0,250.0,35.1,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-07,7.8,1091.0,,58.0,,0.32,107.0,0.0,0.87,,84.8,102.3,67.4,50.0,20.0,40.0,59.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-08,7.4,1564.0,,58.0,,0.23,106.0,0.0,1.22,,80.3,95.5,65.0,50.0,60.0,36.9,46.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-09,7.2,1916.0,,52.0,,1.75,103.0,0.0,2.08,,76.7,93.3,60.2,40.0,230.0,31.1,48.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-10,8.1,2035.0,,36.0,,0.18,93.0,65.0,0.18,,66.7,83.5,50.0,240.0,220.0,31.1,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-11,7.4,2036.0,,25.0,,0.0,86.0,346.0,0.0,,55.7,72.3,39.0,220.0,250.0,28.0,41.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2023-12,5.6,2036.0,,18.0,,0.62,78.0,916.0,0.98,,46.6,64.9,28.3,280.0,160.0,29.1,42.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2024-01,6.9,0.0,,15.0,,0.36,73.0,1539.0,0.63,,44.9,60.5,29.2,220.0,240.0,40.9,54.0,,
USW00093026,"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",2024-02,7.6,0.0,,22.0,,0.37,81.0,1972.0,0.87,,50.1,66.2,34.0,210.0,220.0,44.1,59.0,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-07,,,,,,1.4,,,8.04,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-08,,,,,,0.77,,,3.27,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-09,,,0.0,,0.0,0.6,,,0.97,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-11,,,,,,0.37,,,0.91,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2013-12,,,0.0,,0.0,0.16,,,0.37,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-01,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-02,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-03,,,0.0,,0.0,0.42,,,0.42,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-04,,,0.0,,0.0,0.07,,,0.09,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-06,,,0.0,,0.0,0.16,,,0.16,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-08,,,,,,1.83,,,5.07,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-09,,,,,,3.05,,,4.79,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-10,,,0.0,,0.0,1.2,,,1.79,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-11,,,0.0,,0.0,0.32,,,0.32,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2014-12,,,,,,0.4,,,0.75,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-01,,,0.0,,0.0,0.95,,,1.39,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-02,,,0.0,,0.0,0.07,,,0.13,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-03,,,0.0,,0.0,0.61,,,1.77,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-05,,,0.0,,0.0,0.11,,,0.11,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-06,,,,,,0.98,,,1.31,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-07,,,,,,1.1,,,4.32,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-08,,,,,,0.76,,,2.27,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-09,,,,,,0.81,,,1.97,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-10,,,,,,0.5,,,1.1,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-11,,,,,,0.09,,,0.36,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2015-12,,,0.0,,0.0,0.25,,,0.31,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-01,,,0.0,,0.0,0.8,,,1.25,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-02,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-03,,,0.0,,0.0,0.24,,,0.44,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-04,,,0.0,,0.0,0.02,,,0.02,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-06,,,,,,0.2,,,0.36,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-07,,,,,,0.89,,,3.0,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-08,,,0.0,,0.0,1.37,,,2.24,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-09,,,,,,0.42,,,2.19,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-10,,,0.0,,0.0,0.05,,,0.07,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-11,,,0.0,,0.0,0.6,,,0.7,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2016-12,,,,,,0.47,,,1.19,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-01,,,0.0,,0.0,0.67,,,1.64,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-03,,,0.0,,0.0,0.1,,,0.1,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-06,,,0.0,,0.0,0.59,,,0.72,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-07,,,,,,1.25,,,5.52,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-08,,,,,,2.0,,,2.59,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-09,,,0.0,,0.0,0.08,,,0.08,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-10,,,0.0,,0.0,0.13,,,0.19,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-11,,,0.0,,0.0,0.25,,,0.35,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2017-12,,,0.0,,0.0,1.1,,,1.2,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-01,,,0.0,,0.0,0.01,,,0.01,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-02,,,0.0,,0.0,0.55,,,1.33,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-03,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-06,,,0.0,,0.0,0.5,,,1.08,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-07,,,,,,0.96,,,2.81,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-10,,,,,,1.18,,,3.17,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-11,,,0.0,,0.0,0.04,,,0.04,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2018-12,,,0.0,,0.0,0.48,,,0.86,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-01,,,0.0,,0.0,0.36,,,0.83,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-02,,,0.0,,0.0,0.5,,,0.77,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-03,,,0.0,,0.0,1.5,,,1.55,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-06,,,0.0,,0.0,0.13,,,0.13,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-07,,,,,,0.58,,,2.76,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-08,,,,,,0.75,,,3.1,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-09,,,,,,3.97,,,6.22,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-10,,,0.0,,0.0,0.01,,,0.01,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-11,,,,,,2.84,,,4.76,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2019-12,,,,,,0.62,,,1.8,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-02,,,0.0,,0.0,0.39,,,0.55,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-05,,,0.0,,0.0,0.2,,,0.2,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-06,,,0.0,,0.0,0.7,,,0.75,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-07,,,,,,0.3,,,1.19,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-08,,,0.0,,0.0,0.29,,,0.38,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-11,,,0.0,,0.0,0.1,,,0.1,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2020-12,,,0.0,,0.0,0.61,,,0.61,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2021-01,,,,,,0.42,,,1.14,,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2021-02,,,0.0,,0.0,0.06,,,0.06,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2021-03,,,0.0,,0.0,0.27,,,0.42,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2021-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCH0050,"DOUGLAS 1.0 E, AZ US",2021-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
